Bi 213:	Tl 209:	Pb 209:	Bi 209:
10000	0	0	0
9996	0	4	0
9993	0	7	0
9993	0	7	0
9991	0	9	0
9987	0	13	0
9986	0	13	1
9984	0	15	1
9981	0	18	1
9979	0	20	1
9977	0	22	1
9975	0	24	1
9969	0	30	1
9966	1	32	1
9963	1	35	1
9963	1	35	1
9961	1	37	1
9958	1	40	1
9954	1	44	1
9952	1	44	3
9949	1	47	3
9948	1	48	3
9944	2	51	3
9942	2	53	3
9940	2	55	3
9937	2	58	3
9934	2	61	3
9932	2	63	3
9931	2	64	3
9930	2	64	4
9926	2	67	5
9924	2	69	5
9919	2	74	5
9915	2	78	5
9912	2	81	5
9909	2	83	6
9909	2	83	6
9906	2	86	6
9902	2	89	7
9900	2	91	7
9899	2	92	7
9896	3	94	7
9895	3	95	7
9894	3	96	7
9891	4	97	8
9889	4	99	8
9885	4	103	8
9885	4	103	8
9880	4	107	9
9880	3	108	9
9876	3	112	9
9875	3	112	10
9873	3	113	11
9868	3	118	11
9863	3	120	14
9862	3	121	14
9859	3	122	16
9855	3	125	17
9855	3	125	17
9853	3	127	17
9849	3	131	17
9846	3	134	17
9844	3	136	17
9842	3	138	17
9838	3	142	17
9836	3	144	17
9832	3	148	17
9830	3	150	17
9828	3	151	18
9823	3	156	18
9822	3	156	19
9819	3	159	19
9817	3	159	21
9814	3	162	21
9812	4	162	22
9808	5	165	22
9808	5	165	22
9806	5	166	23
9805	5	167	23
9800	5	172	23
9798	5	174	23
9796	5	175	24
9792	5	178	25
9786	5	184	25
9783	5	186	26
9782	5	186	27
9781	5	187	27
9778	5	189	28
9775	5	192	28
9774	5	192	29
9774	5	191	30
9773	5	192	30
9771	5	194	30
9770	5	195	30
9769	5	195	31
9767	5	195	33
9767	5	195	33
9766	5	196	33
9763	5	199	33
9761	5	201	33
9760	5	201	34
9756	5	205	34
9754	5	206	35
9751	5	207	37
9747	5	211	37
9744	5	213	38
9742	5	215	38
9740	5	217	38
9736	5	221	38
9733	5	221	41
9732	5	222	41
9730	5	223	42
9728	5	224	43
9725	5	226	44
9720	5	230	45
9719	5	228	48
9714	6	231	49
9711	6	232	51
9708	7	234	51
9708	7	233	52
9703	7	238	52
9699	7	240	54
9697	7	241	55
9697	7	241	55
9693	7	244	56
9693	6	244	57
9690	6	247	57
9689	6	248	57
9687	6	250	57
9682	6	254	58
9679	6	257	58
9676	6	256	62
9672	6	260	62
9669	6	263	62
9665	7	265	63
9663	7	266	64
9663	7	264	66
9659	7	267	67
9654	7	271	68
9649	7	275	69
9648	7	274	71
9648	7	274	71
9648	7	273	72
9645	7	275	73
9642	7	278	73
9637	7	283	73
9635	7	285	73
9634	7	286	73
9633	7	286	74
9629	7	290	74
9627	7	291	75
9618	8	298	76
9611	8	302	79
9609	8	303	80
9606	8	302	84
9604	8	304	84
9600	9	306	85
9599	9	306	86
9598	9	305	88
9597	9	305	89
9592	9	308	91
9590	8	310	92
9590	8	310	92
9587	8	311	94
9582	8	314	96
9581	8	315	96
9578	8	318	96
9573	8	322	97
9572	8	321	99
9570	8	322	100
9564	8	328	100
9564	8	327	101
9563	8	327	102
9561	8	329	102
9556	8	334	102
9553	8	336	103
9549	8	340	103
9544	8	344	104
9541	7	347	105
9539	7	348	106
9535	8	350	107
9534	8	350	108
9534	8	350	108
9530	8	354	108
9527	8	357	108
9524	8	360	108
9521	8	361	110
9519	8	362	111
9515	8	364	113
9514	8	364	114
9511	8	366	115
9510	8	367	115
9509	8	366	117
9506	9	367	118
9505	9	368	118
9503	9	368	120
9501	9	369	121
9500	9	368	123
9500	9	368	123
9499	8	369	124
9496	9	369	126
9494	9	369	128
9487	10	375	128
9485	10	376	129
9481	10	379	130
9480	10	377	133
9477	9	380	134
9477	9	377	137
9476	9	376	139
9475	9	375	141
9472	9	378	141
9469	10	380	141
9465	10	382	143
9462	10	383	145
9461	10	383	146
9460	10	383	147
9457	10	385	148
9455	10	385	150
9452	10	387	151
9446	11	392	151
9444	11	393	152
9439	11	397	153
9436	12	396	156
9434	12	398	156
9427	12	403	158
9426	12	401	161
9425	12	399	164
9422	12	401	165
9422	12	396	170
9421	11	397	171
9420	11	397	172
9418	11	398	173
9413	12	401	174
9411	12	402	175
9408	12	404	176
9406	12	404	178
9404	12	404	180
9402	12	404	182
9400	12	406	182
9396	12	407	185
9394	12	407	187
9390	12	409	189
9390	12	409	189
9388	12	409	191
9385	12	412	191
9384	12	410	194
9383	12	410	195
9377	11	417	195
9375	11	417	197
9375	11	414	200
9373	11	415	201
9369	10	419	202
9366	10	422	202
9363	10	423	204
9358	10	427	205
9356	10	428	206
9351	10	431	208
9349	10	431	210
9347	10	431	212
9346	10	430	214
9343	10	433	214
9335	10	441	214
9334	10	441	215
9333	10	440	217
9330	9	443	218
9327	8	445	220
9322	8	448	222
9321	8	447	224
9320	8	446	226
9319	8	446	227
9315	8	449	228
9315	8	447	230
9310	7	451	232
9309	7	449	235
9304	7	453	236
9302	7	455	236
9301	7	452	240
9301	7	451	241
9301	7	450	242
9298	7	451	244
9296	7	450	247
9293	7	452	248
9291	7	454	248
9290	6	451	253
9289	6	451	254
9289	6	450	255
9287	6	451	256
9284	6	453	257
9282	6	454	258
9280	6	454	260
9277	6	456	261
9274	6	458	262
9274	6	458	262
9272	6	458	264
9267	7	461	265
9264	7	458	271
9259	7	462	272
9256	7	464	273
9255	7	464	274
9252	7	467	274
9249	7	468	276
9245	8	470	277
9243	8	471	278
9242	7	471	280
9235	7	473	285
9233	7	474	286
9228	7	475	290
9228	7	475	290
9226	7	473	294
9224	7	473	296
9219	7	477	297
9219	7	477	297
9218	7	477	298
9218	7	475	300
9217	7	474	302
9215	7	474	304
9213	7	472	308
9213	7	470	310
9210	7	471	312
9209	7	469	315
9206	7	471	316
9202	7	474	317
9201	7	474	318
9199	7	474	320
9197	7	473	323
9197	7	468	328
9194	6	470	330
9188	6	474	332
9185	6	476	333
9180	6	479	335
9178	6	479	337
9177	6	480	337
9175	6	481	338
9172	6	482	340
9166	6	487	341
9163	6	488	343
9160	6	488	346
9157	6	490	347
9154	6	492	348
9150	7	493	350
9148	7	492	353
9147	7	493	353
9144	7	493	356
9143	7	492	358
9141	7	492	360
9135	7	497	361
9132	7	499	362
9130	7	498	365
9126	7	500	367
9123	7	503	367
9121	7	504	368
9115	7	510	368
9115	7	509	369
9112	7	512	369
9110	7	510	373
9107	7	510	376
9106	7	509	378
9104	6	512	378
9103	6	512	379
9100	6	512	382
9099	5	511	385
9098	5	511	386
9094	5	513	388
9088	5	519	388
9087	5	519	389
9083	5	517	395
9082	5	514	399
9079	5	514	402
9074	6	514	406
9072	6	514	408
9070	6	514	410
9069	6	514	411
9068	6	515	411
9065	6	516	413
9064	6	515	415
9063	6	514	417
9063	6	511	420
9061	6	511	422
9061	6	511	422
9060	6	509	425
9059	7	507	427
9055	7	508	430
9051	7	510	432
9048	7	513	432
9047	7	512	434
9044	7	514	435
9044	7	512	437
9043	7	513	437
9041	7	515	437
9037	7	517	439
9037	7	516	440
9034	7	518	441
9033	7	518	442
9031	7	518	444
9030	7	518	445
9027	7	521	445
9025	7	520	448
9020	7	522	451
9019	7	522	452
9016	7	523	454
9010	7	527	456
9006	7	530	457
9004	7	532	457
9001	7	534	458
9000	7	533	460
8997	7	534	462
8995	7	535	463
8992	7	534	467
8987	7	536	470
8986	7	535	472
8984	7	536	473
8983	7	537	473
8980	7	539	474
8976	7	542	475
8975	7	542	476
8970	7	545	478
8969	7	543	481
8968	7	543	482
8966	7	542	485
8964	7	542	487
8960	7	545	488
8959	7	544	490
8957	7	546	490
8955	7	546	492
8953	7	546	494
8949	7	549	495
8947	7	550	496
8945	7	549	499
8942	7	552	499
8941	7	552	500
8939	8	553	500
8937	8	554	501
8934	8	555	503
8932	8	555	505
8932	8	552	508
8932	8	551	509
8932	8	549	511
8924	9	553	514
8919	9	555	517
8916	9	557	518
8913	9	559	519
8908	9	560	523
8906	8	560	526
8905	8	561	526
8904	8	562	526
8899	8	567	526
8897	8	566	529
8894	8	568	530
8888	8	574	530
8887	8	572	533
8885	8	573	534
8881	8	574	537
8881	8	571	540
8881	8	568	543
8879	8	565	548
8876	8	566	550
8874	8	566	552
8872	8	568	552
8868	8	570	554
8867	8	568	557
8867	8	565	560
8864	8	567	561
8861	8	567	564
8861	8	565	566
8858	8	566	568
8858	8	563	571
8858	7	560	575
8857	7	559	577
8856	7	560	577
8855	7	557	581
8852	7	557	584
8849	7	556	588
8848	7	556	589
8847	7	556	590
8844	7	555	594
8842	7	552	599
8839	7	555	599
8835	7	559	599
8832	7	562	599
8832	7	560	601
8832	7	558	603
8829	7	559	605
8824	7	563	606
8822	7	562	609
8819	7	564	610
8817	7	565	611
8816	7	565	612
8816	7	562	615
8814	7	559	620
8811	7	562	620
8805	7	566	622
8800	7	571	622
8799	6	571	624
8797	6	572	625
8797	6	569	628
8794	6	571	629
8791	6	573	630
8786	6	577	631
8784	6	578	632
8783	6	578	633
8781	6	579	634
8776	6	580	638
8776	6	578	640
8771	6	582	641
8771	6	581	642
8771	6	580	643
8769	6	580	645
8768	6	580	646
8766	6	582	646
8765	6	582	647
8764	6	578	652
8759	7	581	653
8758	7	579	656
8757	7	579	657
8756	7	577	660
8752	7	579	662
8752	7	579	662
8750	7	578	665
8746	7	581	666
8746	7	579	668
8746	7	576	671
8746	7	572	675
8743	7	573	677
8739	7	571	683
8737	6	571	686
8734	7	571	688
8733	7	568	692
8729	7	570	694
8726	7	571	696
8724	7	572	697
8720	7	573	700
8719	7	573	701
8717	7	573	703
8715	7	575	703
8709	7	578	706
8705	7	581	707
8704	7	579	710
8700	7	582	711
8700	7	582	711
8699	7	583	711
8693	8	585	714
8692	8	584	716
8688	9	585	718
8687	9	585	719
8686	9	585	720
8682	9	586	723
8679	9	589	723
8676	9	591	724
8675	10	591	724
8673	10	590	727
8669	10	590	731
8668	10	588	734
8667	10	588	735
8665	10	588	737
8664	10	587	739
8662	11	586	741
8659	11	587	743
8657	11	585	747
8652	11	590	747
8648	11	593	748
8648	11	590	751
8647	11	590	752
8644	11	592	753
8643	11	593	753
8642	11	592	755
8639	11	592	758
8638	11	592	759
8636	11	591	762
8633	11	591	765
8630	11	593	766
8626	11	592	771
8625	11	590	774
8622	11	590	777
8619	11	593	777
8618	11	592	779
8615	11	594	780
8613	11	591	785
8610	11	590	789
8608	11	590	791
8605	11	591	793
8602	11	591	796
8600	11	591	798
8599	11	591	799
8597	11	592	800
8595	11	591	803
8593	12	591	804
8590	12	593	805
8590	12	590	808
8590	12	588	810
8584	12	594	810
8583	12	592	813
8581	12	591	816
8577	12	593	818
8576	12	591	821
8573	12	592	823
8570	12	592	826
8569	12	590	829
8567	12	588	833
8567	12	584	837
8562	12	588	838
8561	12	586	841
8559	12	584	845
8558	12	583	847
8555	12	583	850
8551	12	581	856
8548	12	583	857
8546	12	584	858
8544	12	585	859
8542	12	583	863
8542	12	582	864
8540	12	583	865
8539	12	580	869
8538	12	579	871
8538	12	575	875
8535	12	573	880
8534	12	573	881
8533	12	571	884
8532	12	570	886
8532	12	567	889
8530	12	566	892
8529	12	566	893
8528	11	568	893
8527	11	568	894
8526	11	565	898
8524	11	566	899
8521	11	567	901
8518	11	566	905
8517	11	566	906
8514	11	567	908
8509	12	569	910
8509	12	564	915
8506	12	566	916
8505	12	566	917
8503	12	566	919
8500	12	567	921
8500	12	564	924
8499	12	563	926
8496	12	565	927
8493	13	566	928
8492	12	568	928
8487	12	573	928
8482	12	575	931
8478	12	576	934
8476	12	577	935
8475	12	575	938
8474	12	575	939
8471	11	578	940
8469	11	576	944
8465	11	578	946
8463	11	578	948
8461	11	579	949
8461	11	579	949
8457	12	581	950
8455	12	581	952
8453	11	581	955
8448	11	582	959
8446	11	582	961
8446	11	579	964
8445	11	577	967
8443	11	578	968
8442	11	578	969
8442	10	577	971
8438	10	580	972
8436	10	580	974
8435	10	579	976
8428	11	583	978
8425	11	583	981
8424	11	583	982
8420	11	585	984
8418	11	583	988
8415	11	585	989
8413	11	583	993
8410	11	582	997
8408	11	583	998
8404	11	587	998
8402	11	588	999
8398	11	589	1002
8395	11	587	1007
8392	11	588	1009
8392	11	587	1010
8390	11	586	1013
8390	11	585	1014
8383	11	590	1016
8383	11	587	1019
8383	11	585	1021
8381	11	586	1022
8380	11	586	1023
8376	11	589	1024
8374	11	591	1024
8373	11	589	1027
8371	11	590	1028
8370	11	588	1031
8367	11	588	1034
8366	10	586	1038
8365	9	587	1039
8363	9	585	1043
8362	9	585	1044
8359	9	587	1045
8355	10	590	1045
8350	10	593	1047
8346	10	594	1050
8345	10	590	1055
8345	10	587	1058
8343	9	587	1061
8340	9	589	1062
8339	9	589	1063
8336	9	588	1067
8334	9	586	1071
8333	9	585	1073
8330	9	585	1076
8327	9	585	1079
8324	9	587	1080
8320	9	590	1081
8319	9	590	1082
8318	9	589	1084
8317	9	587	1087
8316	9	586	1089
8316	9	582	1093
8314	9	582	1095
8311	10	581	1098
8310	10	581	1099
8308	10	580	1102
8306	11	580	1103
8304	11	581	1104
8299	11	582	1108
8293	11	588	1108
8291	11	585	1113
8288	11	585	1116
8284	11	587	1118
8280	11	586	1123
8279	11	587	1123
8277	11	588	1124
8274	11	589	1126
8272	11	590	1127
8271	11	590	1128
8271	11	590	1128
8270	11	588	1131
8268	11	589	1132
8266	11	589	1134
8264	11	589	1136
8260	11	593	1136
8258	11	593	1138
8255	11	591	1143
8250	11	596	1143
8247	11	595	1147
8246	11	595	1148
8242	11	596	1151
8239	11	596	1154
8239	11	592	1158
8236	11	594	1159
8235	11	594	1160
8234	11	591	1164
8230	11	592	1167
8226	11	593	1170
8222	11	593	1174
8222	11	590	1177
8219	11	589	1181
8218	11	590	1181
8213	11	594	1182
8212	11	593	1184
8210	11	591	1188
8209	11	589	1191
8208	11	587	1194
8206	11	586	1197
8203	11	586	1200
8201	11	586	1202
8201	11	584	1204
8200	11	583	1206
8199	11	582	1208
8198	11	582	1209
8197	11	579	1213
8196	11	578	1215
8193	11	579	1217
8192	10	580	1218
8188	10	583	1219
8186	10	584	1220
8186	10	583	1221
8184	10	584	1222
8182	10	582	1226
8180	10	582	1228
8178	10	583	1229
8174	10	586	1230
8173	10	585	1232
8173	10	584	1233
8171	10	584	1235
8170	10	580	1240
8167	10	582	1241
8164	10	584	1242
8164	9	582	1245
8161	9	585	1245
8160	9	585	1246
8156	9	588	1247
8149	9	593	1249
8147	9	594	1250
8147	9	589	1255
8146	9	590	1255
8145	9	590	1256
8143	9	589	1259
8142	10	586	1262
8142	10	582	1266
8141	11	579	1269
8139	11	580	1270
8137	11	581	1271
8135	11	582	1272
8134	11	581	1274
8132	11	581	1276
8131	11	581	1277
8127	10	584	1279
8124	10	586	1280
8122	10	586	1282
8121	10	587	1282
8119	9	588	1284
8118	9	589	1284
8115	9	589	1287
8115	9	587	1289
8113	9	588	1290
8111	10	586	1293
8109	10	584	1297
8107	10	586	1297
8105	10	588	1297
8105	10	587	1298
8104	10	587	1299
8103	10	585	1302
8101	10	585	1304
8101	10	583	1306
8099	10	584	1307
8096	10	584	1310
8095	10	584	1311
8093	10	583	1314
8091	10	583	1316
8090	10	582	1318
8089	10	579	1322
8087	10	581	1322
8085	10	579	1326
8083	10	578	1329
8080	10	580	1330
8079	10	578	1333
8077	10	579	1334
8077	10	578	1335
8077	10	578	1335
8076	10	578	1336
8075	10	576	1339
8072	10	578	1340
8072	10	575	1343
8066	10	578	1346
8060	10	581	1349
8059	10	582	1349
8056	10	582	1352
8051	10	585	1354
8048	9	585	1358
8047	9	586	1358
8046	9	585	1360
8043	8	588	1361
8041	8	588	1363
8039	8	587	1366
8037	8	589	1366
8036	8	589	1367
8035	8	589	1368
8033	8	591	1368
8028	8	595	1369
8025	8	598	1369
8024	8	596	1372
8023	8	592	1377
8019	8	594	1379
8018	8	595	1379
8013	9	594	1384
8010	8	596	1386
8007	8	599	1386
8002	7	605	1386
7997	7	608	1388
7995	7	608	1390
7992	7	607	1394
7991	7	607	1395
7991	7	604	1398
7990	7	604	1399
7990	7	602	1401
7989	7	602	1402
7988	7	601	1404
7987	7	598	1408
7984	7	599	1410
7981	7	599	1413
7979	7	599	1415
7974	8	601	1417
7973	8	599	1420
7973	8	595	1424
7969	8	598	1425
7964	8	602	1426
7960	8	600	1432
7959	8	600	1433
7957	8	599	1436
7955	8	598	1439
7954	8	597	1441
7954	8	594	1444
7951	7	597	1445
7949	7	599	1445
7948	7	598	1447
7947	7	597	1449
7943	7	600	1450
7941	7	600	1452
7940	7	597	1456
7938	7	598	1457
7935	7	600	1458
7935	7	599	1459
7932	7	600	1461
7930	7	601	1462
7930	7	599	1464
7927	7	602	1464
7924	7	602	1467
7923	7	597	1473
7922	7	596	1475
7917	7	598	1478
7915	7	599	1479
7915	7	595	1483
7911	7	598	1484
7910	8	596	1486
7908	8	597	1487
7906	7	594	1493
7903	7	595	1495
7903	7	595	1495
7902	7	592	1499
7900	7	591	1502
7899	7	592	1502
7894	8	595	1503
7892	8	594	1506
7887	8	597	1508
7887	8	595	1510
7887	8	592	1513
7887	8	591	1514
7886	8	590	1516
7885	8	590	1517
7882	8	591	1519
7880	8	592	1520
7878	8	592	1522
7877	7	593	1523
7876	7	589	1528
7874	7	590	1529
7874	7	585	1534
7872	7	586	1535
7870	7	586	1537
7868	7	581	1544
7866	7	581	1546
7863	7	581	1549
7859	7	585	1549
7856	7	583	1554
7855	7	580	1558
7854	7	581	1558
7851	7	583	1559
7850	7	582	1561
7846	7	586	1561
7846	7	584	1563
7845	7	583	1565
7843	7	581	1569
7840	7	583	1570
7840	7	581	1572
7838	7	583	1572
7835	7	585	1573
7833	7	583	1577
7833	7	582	1578
7829	7	584	1580
7826	6	588	1580
7826	6	583	1585
7824	6	580	1590
7821	6	582	1591
7820	6	579	1595
7818	6	579	1597
7817	6	579	1598
7814	6	576	1604
7809	6	579	1606
7809	6	579	1606
7806	6	581	1607
7805	6	582	1607
7805	6	582	1607
7802	6	583	1609
7801	6	580	1613
7799	6	582	1613
7798	6	583	1613
7797	6	580	1617
7795	7	580	1618
7795	7	578	1620
7795	7	578	1620
7793	7	579	1621
7792	7	577	1624
7792	7	576	1625
7789	7	578	1626
7787	7	576	1630
7784	7	578	1631
7782	7	576	1635
7780	7	577	1636
7779	7	577	1637
7779	7	576	1638
7775	7	576	1642
7772	7	577	1644
7771	7	575	1647
7767	7	578	1648
7766	7	578	1649
7763	7	579	1651
7761	7	581	1651
7755	7	585	1653
7753	7	584	1656
7751	7	582	1660
7747	7	585	1661
7746	7	583	1664
7743	7	584	1666
7740	7	584	1669
7736	6	586	1672
7736	6	582	1676
7736	6	577	1681
7735	6	574	1685
7733	6	574	1687
7731	6	576	1687
7727	8	576	1689
7726	8	577	1689
7725	8	576	1691
7722	9	578	1691
7720	9	578	1693
7717	9	581	1693
7716	9	580	1695
7710	9	582	1699
7707	9	584	1700
7705	10	585	1700
7698	10	589	1703
7696	10	587	1707
7695	10	587	1708
7692	10	589	1709
7689	10	592	1709
7686	11	593	1710
7684	11	592	1713
7684	11	589	1716
7680	11	591	1718
7678	11	589	1722
7676	11	590	1723
7673	11	590	1726
7671	11	589	1729
7670	11	589	1730
7669	11	586	1734
7667	11	586	1736
7666	11	584	1739
7664	11	585	1740
7664	11	582	1743
7662	11	584	1743
7661	11	580	1748
7660	11	581	1748
7658	11	582	1749
7654	11	585	1750
7652	11	584	1753
7650	11	583	1756
7649	11	583	1757
7648	11	584	1757
7647	11	583	1759
7645	11	584	1760
7644	11	582	1763
7642	11	583	1764
7641	11	583	1765
7641	11	581	1767
7640	11	581	1768
7635	11	581	1773
7635	11	579	1775
7633	11	579	1777
7632	11	576	1781
7629	11	576	1784
7627	11	574	1788
7627	11	572	1790
7627	11	565	1797
7625	11	564	1800
7622	10	566	1802
7619	10	567	1804
7617	10	565	1808
7616	10	566	1808
7615	10	564	1811
7614	10	565	1811
7611	10	567	1812
7608	10	567	1815
7605	10	568	1817
7604	10	567	1819
7601	10	567	1822
7600	10	565	1825
7599	10	566	1825
7596	10	564	1830
7595	10	562	1833
7593	10	561	1836
7591	10	563	1836
7589	10	563	1838
7588	10	562	1840
7588	9	561	1842
7588	9	560	1843
7587	9	556	1848
7585	9	558	1848
7584	9	557	1850
7581	9	556	1854
7579	9	557	1855
7578	8	558	1856
7577	8	556	1859
7572	8	559	1861
7572	8	558	1862
7571	8	559	1862
7571	8	558	1863
7566	8	561	1865
7564	8	560	1868
7561	8	561	1870
7558	9	562	1871
7556	7	566	1871
7554	7	567	1872
7552	7	566	1875
7550	7	568	1875
7548	7	564	1881
7547	7	563	1883
7544	7	565	1884
7542	7	564	1887
7540	7	564	1889
7538	7	565	1890
7536	7	564	1893
7534	7	565	1894
7532	7	565	1896
7532	7	562	1899
7531	7	560	1902
7530	7	561	1902
7528	7	561	1904
7526	7	563	1904
7524	7	565	1904
7521	7	566	1906
7517	7	566	1910
7515	7	564	1914
7513	7	565	1915
7512	8	563	1917
7509	8	565	1918
7508	8	565	1919
7507	8	564	1921
7502	8	567	1923
7501	8	567	1924
7498	8	568	1926
7497	8	567	1928
7496	8	563	1933
7493	8	559	1940
7490	8	559	1943
7488	8	559	1945
7488	8	557	1947
7482	9	561	1948
7482	9	559	1950
7480	9	560	1951
7479	9	559	1953
7477	9	559	1955
7476	9	558	1957
7473	9	560	1958
7468	9	561	1962
7468	9	560	1963
7465	9	563	1963
7463	9	565	1963
7461	9	564	1966
7461	9	561	1969
7461	9	558	1972
7460	9	556	1975
7458	9	558	1975
7456	9	558	1977
7453	9	558	1980
7452	9	558	1981
7452	9	554	1985
7452	9	553	1986
7451	9	549	1991
7449	9	548	1994
7448	9	548	1995
7447	9	547	1997
7445	9	548	1998
7444	9	548	1999
7443	9	548	2000
7442	9	548	2001
7439	10	547	2004
7439	10	545	2006
7436	10	543	2011
7434	10	544	2012
7434	10	542	2014
7434	10	541	2015
7434	10	540	2016
7431	10	540	2019
7431	10	536	2023
7427	10	539	2024
7426	10	540	2024
7423	10	542	2025
7420	10	545	2025
7417	10	546	2027
7417	10	545	2028
7413	10	546	2031
7412	9	544	2035
7411	8	546	2035
7410	8	544	2038
7407	8	543	2042
7405	8	544	2043
7403	8	545	2044
7401	8	547	2044
7398	8	550	2044
7398	8	548	2046
7397	8	546	2049
7393	8	550	2049
7393	8	550	2049
7391	8	551	2050
7390	8	551	2051
7388	8	552	2052
7385	8	553	2054
7385	8	550	2057
7385	8	549	2058
7384	8	549	2059
7383	8	547	2062
7379	8	550	2063
7378	7	551	2064
7375	7	554	2064
7375	7	552	2066
7374	7	551	2068
7373	7	550	2070
7371	7	550	2072
7369	7	551	2073
7368	7	550	2075
7364	7	552	2077
7362	7	552	2079
7361	7	552	2080
7359	7	552	2082
7355	7	553	2085
7353	6	553	2088
7350	6	553	2091
7348	6	554	2092
7346	6	553	2095
7344	6	554	2096
7343	6	554	2097
7342	6	554	2098
7338	6	558	2098
7336	6	559	2099
7335	6	557	2102
7334	6	557	2103
7332	5	557	2106
7331	5	557	2107
7328	5	558	2109
7326	5	558	2111
7325	5	556	2114
7325	5	553	2117
7324	5	552	2119
7323	5	551	2121
7321	5	552	2122
7317	5	554	2124
7317	5	554	2124
7313	5	555	2127
7311	5	556	2128
7309	5	555	2131
7308	5	554	2133
7305	5	556	2134
7305	5	556	2134
7301	5	557	2137
7297	5	560	2138
7296	5	559	2140
7296	5	559	2140
7292	5	561	2142
7291	5	561	2143
7289	5	560	2146
7284	5	564	2147
7283	5	564	2148
7282	5	562	2151
7281	5	559	2155
7281	5	556	2158
7278	5	559	2158
7275	5	558	2162
7274	5	556	2165
7272	5	556	2167
7270	5	554	2171
7268	5	552	2175
7268	5	550	2177
7267	5	548	2180
7265	5	546	2184
7265	5	545	2185
7262	5	545	2188
7262	5	545	2188
7261	6	543	2190
7260	6	540	2194
7257	6	540	2197
7255	6	542	2197
7252	6	541	2201
7251	6	539	2204
7251	6	539	2204
7250	6	538	2206
7248	6	537	2209
7245	6	537	2212
7244	6	536	2214
7243	6	534	2217
7242	6	533	2219
7242	6	529	2223
7241	6	528	2225
7237	6	530	2227
7236	6	530	2228
7234	6	532	2228
7232	6	532	2230
7232	6	532	2230
7231	6	529	2234
7230	6	530	2234
7229	6	530	2235
7229	6	529	2236
7225	6	531	2238
7222	6	533	2239
7221	6	531	2242
7220	6	530	2244
7218	5	531	2246
7212	5	534	2249
7210	5	534	2251
7209	5	530	2256
7209	5	529	2257
7206	5	528	2261
7206	5	525	2264
7203	5	526	2266
7202	5	524	2269
7200	5	523	2272
7198	5	520	2277
7198	5	519	2278
7198	5	519	2278
7196	4	519	2281
7195	4	519	2282
7194	4	517	2285
7193	4	517	2286
7192	4	515	2289
7191	4	516	2289
7189	4	515	2292
7187	4	515	2294
7186	4	516	2294
7183	4	516	2297
7181	3	519	2297
7181	3	518	2298
7180	3	518	2299
7176	3	517	2304
7172	3	520	2305
7170	3	520	2307
7169	3	520	2308
7168	3	520	2309
7168	3	519	2310
7168	3	516	2313
7166	4	514	2316
7165	4	513	2318
7165	4	512	2319
7164	4	510	2322
7162	4	511	2323
7158	4	514	2324
7158	4	512	2326
7156	4	511	2329
7154	4	511	2331
7154	4	509	2333
7150	4	512	2334
7149	5	508	2338
7147	5	508	2340
7145	5	508	2342
7144	5	506	2345
7142	5	507	2346
7139	5	507	2349
7138	5	507	2350
7138	5	505	2352
7135	5	506	2354
7133	5	507	2355
7130	5	508	2357
7129	5	509	2357
7126	5	511	2358
7126	5	507	2362
7124	5	507	2364
7124	5	505	2366
7121	5	508	2366
7119	5	507	2369
7118	5	505	2372
7118	5	503	2374
7118	5	503	2374
7117	5	500	2378
7117	5	498	2380
7113	5	497	2385
7111	5	499	2385
7107	6	500	2387
7105	6	500	2389
7105	6	496	2393
7105	6	496	2393
7105	6	492	2397
7104	6	488	2402
7101	7	490	2402
7098	7	492	2403
7095	7	495	2403
7094	7	493	2406
7093	7	493	2407
7093	7	487	2413
7090	7	489	2414
7089	7	489	2415
7083	6	495	2416
7083	6	495	2416
7082	6	495	2417
7081	6	493	2420
7080	6	493	2421
7078	6	494	2422
7073	6	498	2423
7072	6	498	2424
7069	6	499	2426
7067	6	500	2427
7065	6	501	2428
7064	6	501	2429
7062	6	501	2431
7060	6	501	2433
7060	6	501	2433
7058	6	501	2435
7056	6	500	2438
7054	6	502	2438
7053	6	502	2439
7050	6	505	2439
7046	7	507	2440
7044	7	508	2441
7042	7	509	2442
7037	7	511	2445
7037	7	509	2447
7037	7	508	2448
7037	7	508	2448
7034	7	508	2451
7031	7	510	2452
7030	7	511	2452
7029	7	509	2455
7027	7	510	2456
7025	7	512	2456
7023	7	511	2459
7022	7	511	2460
7021	7	511	2461
7019	7	512	2462
7017	7	513	2463
7017	7	512	2464
7015	7	512	2466
7015	7	511	2467
7015	7	508	2470
7014	7	503	2476
7011	7	504	2478
7009	7	503	2481
7007	7	504	2482
7006	7	505	2482
7003	7	506	2484
7000	8	506	2486
6997	8	508	2487
6996	8	509	2487
6995	8	509	2488
6994	8	507	2491
6993	8	507	2492
6992	8	506	2494
6989	8	505	2498
6986	8	504	2502
6984	8	504	2504
6984	8	502	2506
6982	8	503	2507
6981	8	499	2512
6979	8	500	2513
6979	8	500	2513
6978	8	499	2515
6975	8	500	2517
6974	8	501	2517
6971	8	502	2519
6971	7	502	2520
6969	7	500	2524
6965	7	503	2525
6960	7	506	2527
6958	7	506	2529
6955	7	507	2531
6952	8	508	2532
6948	8	511	2533
6946	8	512	2534
6945	8	512	2535
6944	8	512	2536
6941	8	515	2536
6937	8	519	2536
6934	8	520	2538
6933	8	516	2543
6931	8	517	2544
6926	8	521	2545
6922	8	524	2546
6921	8	523	2548
