Bi 213:	Tl 209:	Pb 209:	Bi 209:
1209	1	104	8686
1209	1	104	8686
1209	1	103	8687
1209	1	103	8687
1208	1	104	8687
1208	1	103	8688
1208	1	103	8688
1208	1	103	8688
1208	1	103	8688
1208	1	103	8688
1208	1	101	8690
1207	1	102	8690
1207	1	101	8691
1207	1	100	8692
1207	1	100	8692
1207	1	100	8692
1206	1	100	8693
1206	1	100	8693
1204	1	102	8693
1203	1	103	8693
1202	1	104	8693
1202	1	103	8694
1201	1	102	8696
1201	1	102	8696
1201	1	102	8696
1201	1	102	8696
1201	1	102	8696
1199	1	104	8696
1199	1	103	8697
1199	1	103	8697
1198	1	103	8698
1198	1	103	8698
1198	1	103	8698
1198	1	102	8699
1198	1	102	8699
1198	1	102	8699
1198	1	102	8699
1198	1	102	8699
1198	1	102	8699
1198	1	102	8699
1198	1	101	8700
1197	1	102	8700
1197	1	102	8700
1197	1	102	8700
1197	1	102	8700
1197	1	101	8701
1197	1	101	8701
1197	1	101	8701
1197	1	99	8703
1197	1	98	8704
1197	1	98	8704
1197	1	97	8705
1197	1	97	8705
1197	1	97	8705
1197	1	97	8705
1197	1	96	8706
1197	1	96	8706
1197	1	96	8706
1196	1	97	8706
1196	1	95	8708
1195	1	95	8709
1193	1	97	8709
1192	1	97	8710
1192	1	97	8710
1192	1	97	8710
1191	1	98	8710
1191	1	98	8710
1189	1	99	8711
1189	1	97	8713
1189	1	96	8714
1189	1	95	8715
1189	1	95	8715
1189	1	95	8715
1189	1	95	8715
1189	1	95	8715
1189	1	95	8715
1189	1	95	8715
1189	1	95	8715
1188	1	96	8715
1188	1	96	8715
1188	1	95	8716
1187	1	96	8716
1187	1	96	8716
1186	1	97	8716
1186	1	96	8717
1186	1	96	8717
1185	1	96	8718
1185	1	96	8718
1185	1	96	8718
1184	1	97	8718
1184	1	97	8718
1183	1	98	8718
1182	1	99	8718
1182	1	99	8718
1181	1	100	8718
1181	1	100	8718
1181	1	99	8719
1181	1	98	8720
1181	1	96	8722
1181	1	96	8722
1181	1	95	8723
1180	1	95	8724
1180	1	95	8724
1180	1	95	8724
1178	1	96	8725
1178	1	96	8725
1178	0	97	8725
1178	0	96	8726
1178	0	96	8726
1176	0	98	8726
1176	0	98	8726
1175	0	98	8727
1175	0	98	8727
1175	0	98	8727
1175	0	98	8727
1175	0	97	8728
1175	0	96	8729
1175	0	96	8729
1175	0	95	8730
1175	0	95	8730
1175	0	95	8730
1174	0	95	8731
1173	0	96	8731
1173	0	94	8733
1173	0	94	8733
1173	0	93	8734
1173	0	93	8734
1173	0	92	8735
1172	0	93	8735
1172	0	92	8736
1172	0	91	8737
1172	0	90	8738
1172	0	90	8738
1171	1	90	8738
1170	1	89	8740
1170	1	89	8740
1170	1	89	8740
1170	1	88	8741
1170	1	87	8742
1170	1	87	8742
1170	1	87	8742
1170	1	86	8743
1170	1	86	8743
1170	1	86	8743
1170	1	86	8743
1169	1	87	8743
1169	1	86	8744
1169	1	86	8744
1169	1	86	8744
1169	1	86	8744
1169	1	86	8744
1167	1	87	8745
1167	1	87	8745
1167	1	87	8745
1166	1	88	8745
1165	1	89	8745
1164	1	90	8745
1164	1	90	8745
1163	1	91	8745
1163	1	91	8745
1163	1	91	8745
1163	1	91	8745
1163	1	90	8746
1162	1	91	8746
1162	1	91	8746
1162	1	90	8747
1162	1	88	8749
1161	1	87	8751
1161	1	86	8752
1161	1	86	8752
1161	1	86	8752
1160	1	87	8752
1160	1	87	8752
1160	1	87	8752
1160	1	86	8753
1160	1	85	8754
1159	1	86	8754
1159	1	85	8755
1159	1	84	8756
1159	1	84	8756
1159	1	84	8756
1158	0	86	8756
1157	0	87	8756
1157	0	87	8756
1157	0	85	8758
1156	0	86	8758
1155	0	87	8758
1155	0	87	8758
1155	0	87	8758
1155	0	87	8758
1154	0	87	8759
1154	0	87	8759
1154	0	87	8759
1154	0	86	8760
1154	0	86	8760
1154	0	85	8761
1154	0	85	8761
1154	0	85	8761
1153	0	86	8761
1153	0	86	8761
1152	0	87	8761
1152	0	86	8762
1152	0	86	8762
1151	0	87	8762
1150	0	88	8762
1149	0	89	8762
1148	0	90	8762
1148	0	89	8763
1148	0	89	8763
1148	0	89	8763
1148	0	87	8765
1148	0	86	8766
1148	0	86	8766
1148	0	86	8766
1148	0	86	8766
1148	0	85	8767
1148	0	85	8767
1148	0	85	8767
1148	0	85	8767
1148	0	85	8767
1148	0	84	8768
1148	0	84	8768
1148	0	84	8768
1148	0	84	8768
1148	0	84	8768
1148	0	84	8768
1147	0	85	8768
1147	0	85	8768
1147	0	85	8768
1147	0	84	8769
1147	0	84	8769
1146	0	85	8769
1146	0	85	8769
1146	0	85	8769
1146	0	85	8769
1146	0	85	8769
1146	0	85	8769
1146	0	85	8769
1146	0	85	8769
1145	0	85	8770
1145	0	85	8770
1145	0	85	8770
1143	0	87	8770
1143	0	87	8770
1143	0	87	8770
1142	0	86	8772
1142	0	86	8772
1142	0	86	8772
1142	0	86	8772
1141	0	86	8773
1141	0	85	8774
1141	0	85	8774
1139	0	87	8774
1139	0	87	8774
1138	0	87	8775
1138	0	85	8777
1136	0	86	8778
1135	0	87	8778
1135	0	85	8780
1135	0	84	8781
1135	0	84	8781
1135	0	83	8782
1135	0	83	8782
1134	0	83	8783
1134	0	83	8783
1134	0	83	8783
1134	0	83	8783
1134	0	83	8783
1134	0	80	8786
1134	0	80	8786
1134	0	80	8786
1134	0	79	8787
1133	0	80	8787
1131	0	82	8787
1131	0	80	8789
1131	0	80	8789
1130	0	79	8791
1130	0	79	8791
1129	0	80	8791
1129	0	79	8792
1129	0	79	8792
1129	0	79	8792
1129	0	79	8792
1129	0	79	8792
1128	0	80	8792
1128	0	80	8792
1128	0	80	8792
1128	0	80	8792
1128	0	80	8792
1127	0	81	8792
1127	0	80	8793
1126	0	81	8793
1126	0	81	8793
1126	0	81	8793
1126	0	80	8794
1126	0	80	8794
1125	0	81	8794
1125	0	81	8794
1125	0	80	8795
1125	0	79	8796
1125	0	79	8796
1125	0	78	8797
1125	0	78	8797
1125	0	78	8797
1124	0	79	8797
1124	0	79	8797
1124	0	78	8798
1124	0	78	8798
1124	0	78	8798
1123	0	77	8800
1123	0	76	8801
1122	0	77	8801
1122	0	77	8801
1122	0	77	8801
1121	0	78	8801
1121	0	78	8801
1121	0	78	8801
1120	0	78	8802
1119	0	79	8802
1119	0	79	8802
1119	0	78	8803
1119	0	78	8803
1118	0	79	8803
1118	0	79	8803
1118	0	79	8803
1118	0	79	8803
1118	0	79	8803
1118	0	79	8803
1118	0	77	8805
1118	0	77	8805
1118	0	77	8805
1118	0	77	8805
1118	0	77	8805
1118	0	77	8805
1117	0	78	8805
1116	0	79	8805
1116	0	79	8805
1116	0	79	8805
1116	0	78	8806
1115	0	78	8807
1115	0	78	8807
1115	0	76	8809
1115	0	75	8810
1115	0	75	8810
1115	0	75	8810
1114	0	76	8810
1114	0	76	8810
1114	0	76	8810
1113	0	77	8810
1113	0	77	8810
1113	0	76	8811
1113	0	76	8811
1112	0	77	8811
1112	0	76	8812
1112	0	75	8813
1111	0	76	8813
1110	1	75	8814
1110	1	74	8815
1110	1	74	8815
1110	1	74	8815
1110	1	74	8815
1110	1	74	8815
1110	1	74	8815
1109	1	75	8815
1109	1	75	8815
1109	1	75	8815
1109	1	75	8815
1109	1	75	8815
1108	1	76	8815
1108	1	76	8815
1108	1	76	8815
1108	1	76	8815
1108	1	76	8815
1108	1	76	8815
1108	1	75	8816
1108	1	75	8816
1108	1	75	8816
1108	1	75	8816
1107	1	76	8816
1107	1	76	8816
1106	1	77	8816
1106	1	77	8816
1106	1	77	8816
1106	1	76	8817
1106	1	76	8817
1105	2	76	8817
1105	2	76	8817
1105	2	76	8817
1105	2	76	8817
1105	2	76	8817
1105	2	76	8817
1105	2	75	8818
1105	2	74	8819
1104	2	73	8821
1104	2	73	8821
1104	2	73	8821
1104	2	72	8822
1104	2	72	8822
1104	2	72	8822
1104	2	72	8822
1103	2	73	8822
1103	2	73	8822
1102	2	72	8824
1102	2	72	8824
1101	2	73	8824
1101	2	72	8825
1101	2	72	8825
1101	2	72	8825
1099	3	73	8825
1099	3	73	8825
1099	3	73	8825
1099	3	73	8825
1098	3	74	8825
1098	3	74	8825
1098	3	74	8825
1098	3	74	8825
1098	3	74	8825
1098	3	74	8825
1098	3	73	8826
1098	3	73	8826
1098	3	73	8826
1098	3	72	8827
1098	3	72	8827
1098	3	72	8827
1097	3	73	8827
1096	3	74	8827
1096	3	74	8827
1095	3	75	8827
1095	3	74	8828
1095	3	74	8828
1095	3	74	8828
1095	3	73	8829
1095	3	73	8829
1095	3	71	8831
1094	4	71	8831
1094	4	71	8831
1094	4	71	8831
1094	4	71	8831
1093	4	72	8831
1093	4	72	8831
1093	4	72	8831
1093	4	72	8831
1093	4	72	8831
1093	4	72	8831
1092	4	73	8831
1092	4	73	8831
1090	4	75	8831
1090	4	75	8831
1090	4	75	8831
1090	4	75	8831
1090	4	74	8832
1090	4	74	8832
1090	4	73	8833
1090	4	73	8833
1090	4	73	8833
1090	4	72	8834
1089	4	73	8834
1089	4	71	8836
1089	4	70	8837
1089	4	70	8837
1089	4	69	8838
1088	4	70	8838
1088	4	70	8838
1088	4	70	8838
1088	4	70	8838
1088	4	69	8839
1088	4	68	8840
1088	4	68	8840
1088	4	68	8840
1088	4	68	8840
1087	4	69	8840
1087	4	69	8840
1087	4	69	8840
1087	4	68	8841
1086	4	68	8842
1086	4	67	8843
1085	3	69	8843
1085	3	69	8843
1085	3	67	8845
1085	3	66	8846
1085	3	66	8846
1085	3	66	8846
1084	3	67	8846
1083	3	68	8846
1083	3	68	8846
1083	3	67	8847
1083	3	67	8847
1083	3	66	8848
1083	3	65	8849
1083	3	65	8849
1083	3	65	8849
1080	3	65	8852
1080	3	65	8852
1078	3	67	8852
1077	3	67	8853
1076	3	68	8853
1076	3	68	8853
1076	3	68	8853
1076	3	67	8854
1076	3	67	8854
1076	3	67	8854
1075	3	67	8855
1075	3	67	8855
1075	3	67	8855
1075	3	67	8855
1075	3	65	8857
1075	3	65	8857
1075	3	65	8857
1075	3	64	8858
1075	3	64	8858
1075	3	64	8858
1075	3	64	8858
1075	3	64	8858
1075	3	62	8860
1075	3	62	8860
1074	3	62	8861
1074	3	62	8861
1073	3	62	8862
1073	3	62	8862
1073	3	62	8862
1073	3	62	8862
1072	3	63	8862
1072	3	63	8862
1071	3	64	8862
1071	3	64	8862
1070	3	65	8862
1070	3	64	8863
1070	3	64	8863
1069	3	65	8863
1068	3	66	8863
1068	3	66	8863
1067	3	67	8863
1066	3	67	8864
1066	3	67	8864
1065	3	68	8864
1065	3	68	8864
1064	3	68	8865
1062	3	70	8865
1062	3	70	8865
1062	3	68	8867
1062	3	68	8867
1062	3	68	8867
1062	3	68	8867
1062	3	67	8868
1062	3	66	8869
1061	3	67	8869
1061	3	67	8869
1061	3	67	8869
1061	3	67	8869
1061	3	67	8869
1061	3	67	8869
1061	3	67	8869
1061	3	67	8869
1061	3	66	8870
1061	3	66	8870
1061	3	66	8870
1061	3	66	8870
1060	3	67	8870
1059	3	68	8870
1059	3	68	8870
1059	3	67	8871
1058	3	68	8871
1058	3	68	8871
1058	3	68	8871
1058	3	68	8871
1058	3	68	8871
1058	3	68	8871
1058	3	67	8872
1058	3	67	8872
1058	3	67	8872
1058	3	67	8872
1058	3	67	8872
1058	3	67	8872
1057	3	68	8872
1057	3	68	8872
1056	3	69	8872
1056	3	69	8872
1056	3	69	8872
1056	3	69	8872
1056	3	69	8872
1056	3	66	8875
1056	3	66	8875
1056	3	66	8875
1056	3	66	8875
1056	3	65	8876
1056	3	65	8876
1056	3	65	8876
1056	3	65	8876
1056	3	65	8876
1056	3	65	8876
1056	3	65	8876
1056	3	65	8876
1056	3	65	8876
1056	3	64	8877
1056	3	64	8877
1056	3	64	8877
1056	3	63	8878
1056	3	63	8878
1056	3	63	8878
1056	3	63	8878
1056	3	61	8880
1054	3	63	8880
1054	3	62	8881
1054	3	62	8881
1054	3	62	8881
1053	3	63	8881
1053	3	63	8881
1053	3	63	8881
1053	3	62	8882
1052	3	63	8882
1052	3	63	8882
1050	3	65	8882
1050	3	65	8882
1050	3	65	8882
1049	3	66	8882
1048	3	65	8884
1048	3	65	8884
1048	3	65	8884
1048	3	64	8885
1048	3	64	8885
1048	3	64	8885
1047	3	64	8886
1047	2	65	8886
1047	2	65	8886
1047	2	65	8886
1047	2	65	8886
1047	2	65	8886
1047	2	65	8886
1047	2	65	8886
1047	2	63	8888
1046	2	64	8888
1046	2	63	8889
1046	2	63	8889
1046	2	63	8889
1045	2	63	8890
1045	2	63	8890
1044	2	64	8890
1044	2	64	8890
1044	2	64	8890
1044	2	64	8890
1044	2	64	8890
1044	2	64	8890
1043	2	64	8891
1043	2	64	8891
1043	2	64	8891
1043	2	64	8891
1043	2	63	8892
1042	2	64	8892
1041	2	65	8892
1041	2	65	8892
1040	2	66	8892
1039	2	67	8892
1039	2	66	8893
1039	2	65	8894
1039	2	64	8895
1039	2	63	8896
1039	2	63	8896
1039	2	63	8896
1038	2	64	8896
1038	2	64	8896
1038	2	64	8896
1038	2	64	8896
1038	2	64	8896
1038	2	63	8897
1038	2	62	8898
1038	2	61	8899
1038	2	61	8899
1038	2	61	8899
1038	2	61	8899
1037	2	62	8899
1036	2	63	8899
1036	2	62	8900
1036	2	62	8900
1035	2	63	8900
1035	2	63	8900
1035	2	63	8900
1035	2	63	8900
1035	2	63	8900
1034	2	64	8900
1034	2	64	8900
1034	2	64	8900
1034	2	64	8900
1034	2	64	8900
1034	2	63	8901
1034	2	63	8901
1034	2	63	8901
1034	2	63	8901
1033	2	64	8901
1032	2	65	8901
1032	2	65	8901
1032	2	65	8901
1032	2	65	8901
1032	2	64	8902
1032	2	64	8902
1032	2	64	8902
1032	2	64	8902
1032	2	64	8902
1032	2	64	8902
1032	2	63	8903
1032	2	63	8903
1032	2	62	8904
1032	2	62	8904
1032	2	62	8904
1032	2	59	8907
1031	2	60	8907
1031	2	59	8908
1031	2	59	8908
1031	2	59	8908
1031	2	59	8908
1031	2	59	8908
1031	2	59	8908
1031	2	59	8908
1031	2	57	8910
1031	2	57	8910
1031	2	57	8910
1030	2	58	8910
1029	2	59	8910
1029	2	59	8910
1029	2	58	8911
1029	2	58	8911
1029	2	58	8911
1029	2	58	8911
1029	2	58	8911
1029	2	58	8911
1027	2	60	8911
1027	2	60	8911
1027	2	60	8911
1027	2	60	8911
1027	2	60	8911
1027	2	60	8911
1027	2	60	8911
1027	2	60	8911
1027	2	59	8912
1026	2	60	8912
1025	2	60	8913
1025	2	60	8913
1025	2	59	8914
1025	2	59	8914
1022	2	62	8914
1022	2	62	8914
1022	2	62	8914
1022	2	62	8914
1022	2	61	8915
1022	2	61	8915
1022	2	61	8915
1021	2	62	8915
1021	2	62	8915
1021	2	62	8915
1021	2	62	8915
1020	2	63	8915
1020	2	63	8915
1020	2	63	8915
1020	2	63	8915
1019	2	64	8915
1018	2	64	8916
1018	2	63	8917
1018	2	62	8918
1018	2	62	8918
1017	2	63	8918
1017	2	62	8919
1016	2	63	8919
1016	2	63	8919
1016	2	63	8919
1016	2	63	8919
1016	2	63	8919
1015	2	64	8919
1015	2	64	8919
1015	2	64	8919
1015	2	64	8919
1015	2	64	8919
1015	2	64	8919
1014	2	65	8919
1014	2	65	8919
1014	2	65	8919
1014	2	65	8919
1014	2	65	8919
1014	2	65	8919
1014	2	65	8919
1014	2	65	8919
1014	2	64	8920
1013	2	65	8920
1012	2	64	8922
1011	2	64	8923
1011	2	64	8923
1009	2	66	8923
1009	2	66	8923
1008	2	67	8923
1008	2	66	8924
1007	2	66	8925
1007	2	66	8925
1007	2	65	8926
1007	2	65	8926
1007	2	65	8926
1007	2	64	8927
1007	2	64	8927
1007	2	62	8929
1007	2	62	8929
1006	2	63	8929
1006	2	63	8929
1005	2	64	8929
1005	2	64	8929
1005	2	64	8929
1004	2	65	8929
1004	1	66	8929
1003	1	67	8929
1003	1	67	8929
1003	1	67	8929
1003	1	67	8929
1003	1	67	8929
1002	1	68	8929
1000	1	70	8929
1000	1	69	8930
1000	1	69	8930
1000	1	69	8930
1000	1	69	8930
1000	1	69	8930
1000	1	69	8930
1000	1	69	8930
1000	1	69	8930
999	1	69	8931
999	1	68	8932
998	1	69	8932
997	1	70	8932
997	1	70	8932
996	1	71	8932
996	1	71	8932
996	1	71	8932
996	1	71	8932
995	1	71	8933
995	1	71	8933
995	1	70	8934
995	1	70	8934
995	1	70	8934
995	1	70	8934
994	1	71	8934
993	1	72	8934
992	1	73	8934
992	1	73	8934
992	1	73	8934
992	1	72	8935
992	1	72	8935
992	1	72	8935
991	1	73	8935
991	1	73	8935
991	1	73	8935
990	1	74	8935
990	1	73	8936
990	1	73	8936
989	1	74	8936
989	1	74	8936
989	1	74	8936
989	1	73	8937
989	1	73	8937
988	1	73	8938
987	1	74	8938
987	1	74	8938
987	1	73	8939
986	1	74	8939
986	1	74	8939
986	1	74	8939
986	1	74	8939
986	1	72	8941
986	1	72	8941
986	1	71	8942
986	1	71	8942
986	1	70	8943
986	1	70	8943
986	1	69	8944
986	1	69	8944
986	1	68	8945
986	1	68	8945
986	1	67	8946
985	1	68	8946
985	1	68	8946
985	1	68	8946
985	1	68	8946
985	1	68	8946
985	1	68	8946
985	1	68	8946
984	1	69	8946
984	1	69	8946
984	1	69	8946
984	1	68	8947
984	1	68	8947
984	1	68	8947
984	1	68	8947
984	1	68	8947
984	1	68	8947
984	1	68	8947
984	1	68	8947
984	1	68	8947
983	1	69	8947
982	1	70	8947
982	1	69	8948
981	1	70	8948
979	1	71	8949
979	0	72	8949
979	0	71	8950
979	0	70	8951
979	0	70	8951
979	0	70	8951
979	0	70	8951
979	0	70	8951
979	0	70	8951
979	0	70	8951
979	0	69	8952
979	0	69	8952
979	0	69	8952
978	0	68	8954
977	0	68	8955
975	0	70	8955
975	0	70	8955
975	0	70	8955
975	0	70	8955
975	0	70	8955
975	0	70	8955
975	0	69	8956
973	0	71	8956
973	0	71	8956
972	0	71	8957
972	0	70	8958
972	0	70	8958
972	0	70	8958
972	0	69	8959
972	0	69	8959
972	0	69	8959
972	0	69	8959
972	0	69	8959
972	0	69	8959
972	0	69	8959
971	0	70	8959
971	0	70	8959
971	0	69	8960
970	0	70	8960
970	0	69	8961
969	0	70	8961
969	0	70	8961
969	0	70	8961
969	0	69	8962
968	0	70	8962
967	0	70	8963
965	0	71	8964
965	0	70	8965
964	0	71	8965
962	0	72	8966
962	0	71	8967
962	0	71	8967
961	0	72	8967
960	0	72	8968
960	0	72	8968
960	0	72	8968
960	0	71	8969
960	0	71	8969
960	0	70	8970
960	0	69	8971
960	0	68	8972
959	0	69	8972
959	0	69	8972
959	0	69	8972
959	0	69	8972
959	0	69	8972
959	0	69	8972
959	0	69	8972
959	0	69	8972
959	0	69	8972
959	0	69	8972
959	0	69	8972
959	0	69	8972
959	0	68	8973
959	0	67	8974
959	0	67	8974
959	0	67	8974
959	0	67	8974
958	0	67	8975
957	0	67	8976
957	0	67	8976
957	0	67	8976
957	0	67	8976
957	0	67	8976
957	0	67	8976
956	0	68	8976
955	0	68	8977
955	0	68	8977
955	0	68	8977
954	0	69	8977
954	0	68	8978
954	0	68	8978
954	0	68	8978
954	0	67	8979
954	0	67	8979
954	0	67	8979
954	0	67	8979
954	0	66	8980
954	0	66	8980
954	0	66	8980
954	0	66	8980
954	0	66	8980
953	0	67	8980
953	0	67	8980
953	0	67	8980
953	0	67	8980
952	0	67	8981
952	0	67	8981
951	0	68	8981
951	0	67	8982
951	0	67	8982
950	0	68	8982
949	0	69	8982
949	0	69	8982
949	0	69	8982
947	0	71	8982
946	0	71	8983
946	0	71	8983
946	0	71	8983
946	0	71	8983
946	0	70	8984
946	0	70	8984
946	0	70	8984
946	0	69	8985
946	0	69	8985
946	0	69	8985
944	0	71	8985
944	0	71	8985
944	0	71	8985
944	0	71	8985
944	0	70	8986
944	0	69	8987
943	0	70	8987
943	0	70	8987
943	0	70	8987
943	0	70	8987
943	0	70	8987
943	0	69	8988
942	0	70	8988
942	0	70	8988
942	0	70	8988
941	0	71	8988
941	0	71	8988
941	0	71	8988
941	0	71	8988
941	0	70	8989
941	0	70	8989
941	0	70	8989
941	0	70	8989
941	0	70	8989
941	0	70	8989
941	0	70	8989
940	0	70	8990
940	0	70	8990
940	0	70	8990
940	0	70	8990
940	0	70	8990
940	0	70	8990
940	0	69	8991
940	0	69	8991
940	0	69	8991
940	0	68	8992
940	0	66	8994
940	0	66	8994
939	0	67	8994
939	0	67	8994
938	0	68	8994
938	0	68	8994
938	0	68	8994
938	0	68	8994
938	0	67	8995
937	0	68	8995
937	0	68	8995
936	0	68	8996
936	0	68	8996
934	0	70	8996
934	0	70	8996
933	0	71	8996
933	0	69	8998
933	0	69	8998
933	0	68	8999
933	0	68	8999
933	0	68	8999
933	0	68	8999
933	0	68	8999
933	0	68	8999
933	0	68	8999
933	0	68	8999
933	0	67	9000
933	0	67	9000
933	0	67	9000
933	0	67	9000
933	0	67	9000
932	0	68	9000
932	0	68	9000
932	0	68	9000
931	0	67	9002
931	0	67	9002
930	0	68	9002
930	0	67	9003
930	0	67	9003
929	0	67	9004
929	0	67	9004
929	0	67	9004
929	0	67	9004
929	0	66	9005
929	0	66	9005
929	0	66	9005
929	0	65	9006
929	0	65	9006
929	0	65	9006
929	0	65	9006
929	0	65	9006
929	0	65	9006
929	0	64	9007
929	0	64	9007
929	0	64	9007
929	0	64	9007
929	0	64	9007
929	0	64	9007
929	0	64	9007
929	0	64	9007
929	0	64	9007
929	0	64	9007
929	0	63	9008
929	0	63	9008
926	0	65	9009
926	0	65	9009
925	0	66	9009
925	0	66	9009
925	0	65	9010
925	0	63	9012
924	0	64	9012
924	0	64	9012
924	0	64	9012
924	0	64	9012
924	0	64	9012
924	0	64	9012
924	0	64	9012
924	0	64	9012
924	0	64	9012
924	0	64	9012
923	0	65	9012
923	0	65	9012
922	0	66	9012
921	0	67	9012
921	0	67	9012
921	0	67	9012
921	0	67	9012
921	0	67	9012
921	0	66	9013
921	0	66	9013
921	0	66	9013
921	0	64	9015
921	0	64	9015
921	0	64	9015
921	0	64	9015
921	0	64	9015
921	0	64	9015
920	0	65	9015
920	0	65	9015
920	0	65	9015
919	0	66	9015
918	0	67	9015
918	0	66	9016
918	0	66	9016
918	0	66	9016
917	0	67	9016
916	0	68	9016
916	0	68	9016
915	0	69	9016
915	0	69	9016
915	0	69	9016
914	0	69	9017
914	0	69	9017
914	0	69	9017
914	0	69	9017
914	0	67	9019
914	0	67	9019
914	0	67	9019
914	0	66	9020
914	0	65	9021
914	0	65	9021
914	0	65	9021
914	0	64	9022
914	0	64	9022
914	0	64	9022
914	0	63	9023
914	0	63	9023
914	0	63	9023
913	0	64	9023
912	1	64	9023
912	1	64	9023
912	1	63	9024
912	1	63	9024
912	1	63	9024
910	1	65	9024
910	1	64	9025
910	1	64	9025
910	1	64	9025
908	1	65	9026
908	1	65	9026
908	1	65	9026
908	1	65	9026
908	1	65	9026
908	1	65	9026
907	1	66	9026
907	1	66	9026
906	1	67	9026
906	1	67	9026
906	1	66	9027
906	1	66	9027
906	1	66	9027
905	1	67	9027
905	1	66	9028
905	1	65	9029
904	1	66	9029
904	1	66	9029
904	1	66	9029
904	1	66	9029
904	1	66	9029
904	1	64	9031
904	1	64	9031
904	1	63	9032
903	1	64	9032
903	1	63	9033
903	1	63	9033
903	1	63	9033
903	1	63	9033
903	1	63	9033
903	1	63	9033
903	1	63	9033
903	1	62	9034
903	1	62	9034
902	1	63	9034
902	1	63	9034
902	1	62	9035
902	1	62	9035
902	1	62	9035
902	1	61	9036
901	1	62	9036
901	1	62	9036
900	1	63	9036
900	1	63	9036
899	2	62	9037
899	2	62	9037
898	2	63	9037
898	2	63	9037
897	2	63	9038
896	2	63	9039
896	2	61	9041
895	2	62	9041
895	2	62	9041
894	2	63	9041
894	2	63	9041
894	2	63	9041
894	2	63	9041
894	2	63	9041
894	2	63	9041
893	2	64	9041
893	2	63	9042
891	2	65	9042
891	2	65	9042
891	2	64	9043
890	2	64	9044
890	2	64	9044
890	2	64	9044
890	2	64	9044
889	2	65	9044
889	2	65	9044
888	2	66	9044
888	2	66	9044
888	2	66	9044
888	2	66	9044
888	2	66	9044
887	2	67	9044
887	2	67	9044
886	2	68	9044
886	2	68	9044
885	2	69	9044
884	2	69	9045
884	2	68	9046
884	2	67	9047
884	1	66	9049
883	1	66	9050
883	1	66	9050
883	1	66	9050
882	1	67	9050
881	1	67	9051
880	1	68	9051
880	1	68	9051
880	1	67	9052
880	1	67	9052
880	1	66	9053
880	1	66	9053
880	1	66	9053
879	1	66	9054
879	1	66	9054
879	1	66	9054
879	1	66	9054
879	1	66	9054
879	1	66	9054
879	1	66	9054
879	1	65	9055
879	1	64	9056
878	1	64	9057
878	1	64	9057
878	1	64	9057
877	1	63	9059
877	1	63	9059
877	1	63	9059
877	1	63	9059
877	1	63	9059
877	1	63	9059
877	1	63	9059
876	1	64	9059
876	1	64	9059
876	1	64	9059
876	1	63	9060
876	1	63	9060
876	1	63	9060
876	1	63	9060
876	1	62	9061
876	1	62	9061
876	1	62	9061
875	1	63	9061
875	1	63	9061
874	1	64	9061
874	1	63	9062
873	1	64	9062
873	1	64	9062
873	1	64	9062
873	1	64	9062
873	1	64	9062
873	1	64	9062
873	1	63	9063
873	1	63	9063
872	1	64	9063
872	1	64	9063
872	1	63	9064
872	1	63	9064
872	1	63	9064
871	1	63	9065
871	1	63	9065
871	1	62	9066
871	1	62	9066
870	1	63	9066
869	1	64	9066
867	1	66	9066
867	1	66	9066
867	1	66	9066
867	1	66	9066
866	1	67	9066
866	1	67	9066
866	1	67	9066
866	1	67	9066
866	1	67	9066
866	1	67	9066
866	1	67	9066
866	1	67	9066
866	1	67	9066
866	1	66	9067
866	1	65	9068
865	1	66	9068
865	1	66	9068
865	1	66	9068
865	1	66	9068
865	1	66	9068
865	1	66	9068
865	1	64	9070
865	1	64	9070
865	1	64	9070
865	1	64	9070
865	1	64	9070
865	1	64	9070
864	1	63	9072
863	1	64	9072
863	1	64	9072
863	1	63	9073
863	1	63	9073
863	1	63	9073
863	1	63	9073
863	1	62	9074
863	1	62	9074
863	1	62	9074
863	1	62	9074
862	1	63	9074
862	1	63	9074
862	1	63	9074
862	1	62	9075
862	1	62	9075
862	1	61	9076
862	1	61	9076
862	1	61	9076
861	1	61	9077
861	1	61	9077
861	1	61	9077
861	1	59	9079
861	1	59	9079
861	1	59	9079
860	1	59	9080
859	1	60	9080
858	1	61	9080
858	1	61	9080
857	1	60	9082
857	1	59	9083
857	1	59	9083
857	1	59	9083
857	1	59	9083
857	1	59	9083
857	1	59	9083
857	1	59	9083
857	1	59	9083
857	1	58	9084
857	1	58	9084
857	1	58	9084
857	1	58	9084
857	0	59	9084
857	0	58	9085
857	0	58	9085
856	0	59	9085
856	0	59	9085
856	0	59	9085
856	0	59	9085
855	0	60	9085
855	0	60	9085
855	0	59	9086
855	0	59	9086
855	0	59	9086
855	0	58	9087
855	0	57	9088
855	0	57	9088
855	0	56	9089
854	0	57	9089
854	0	57	9089
854	0	57	9089
854	0	57	9089
854	0	57	9089
854	0	57	9089
854	0	57	9089
853	0	57	9090
853	0	57	9090
853	0	57	9090
853	0	57	9090
852	0	58	9090
852	0	58	9090
852	0	57	9091
852	0	56	9092
851	0	57	9092
851	0	57	9092
851	0	57	9092
851	0	57	9092
851	0	57	9092
850	0	58	9092
850	0	57	9093
850	0	57	9093
850	0	56	9094
849	0	57	9094
849	0	57	9094
849	0	57	9094
848	0	56	9096
848	0	56	9096
848	0	56	9096
848	0	56	9096
848	0	55	9097
846	0	57	9097
